6,50,4.68387e-310,0.3,20,9.24,75.1916,79.3104,1.08249,0.892202,0.330369,1,2
6,50,4.68121e-310,0.3,20,9.24,73.5199,84.285,1.07603,0.72083,0.305187,1,2
6,50,4.65926e-310,0.3,20,9.24,74.8188,79.4487,1.57616,1.15356,0.509276,1,2
6,50,4.67653e-310,0.3,20,9.24,74.7621,79.2845,0.380833,0.310043,0.0751512,1,2
6,50,4.68472e-310,0.3,20,9.24,73.1442,79.4168,0.370666,0.298853,0.0857352,1,2
6,50,4.65046e-310,0.3,20,9.24,74.9282,97.9948,0.435644,0.285175,0.0737683,1,2
5,50,4.68868e-310,0.4,20,6.85539,361.84,558.758,0.45653,0.277723,0.126589,1,1
5,50,4.66017e-310,0.4,20,6.85539,359.454,572.594,0.49354,0.276572,0.258759,1,1
5,50,4.65432e-310,0.4,20,6.85539,721.303,0,1.74942,0,0.156763,1,300
5,50,4.65702e-310,0.4,20,6.85539,715.4,961.849,0.677928,0.277156,0.256989,1,1
5,50,4.64618e-310,0.4,20,6.85539,712.623,712.623,2.17605,2.17605,0.155553,1,6
5,50,4.65578e-310,0.4,20,6.85539,714.224,955.698,0.61381,0.25348,0.154561,1,1
5,50,4.63813e-310,0.4,20,6.85539,716.615,961.745,0.665807,0.250966,0.265453,1,1
5,50,4.64558e-310,0.4,20,6.85539,716.298,954.27,0.707918,0.294554,0.203466,1,1
5,50,4.68154e-310,0.4,20,6.85539,710.152,0,0.888029,0,0.157117,1,300
5,50,4.68333e-310,0.4,20,6.85539,1121.81,1121.81,0.431165,0.431165,0.154083,1,2
5,50,4.64135e-310,0.4,20,6.85539,715.291,950.565,0.650307,0.258111,0.253784,1,1
5,50,4.68733e-310,0.4,20,6.85539,715.824,950.99,0.709935,0.282152,0.159026,1,1
5,50,2.96439e-323,0.4,20,6.85539,749.007,749.007,0.545547,0.545547,0.0477747,1,21873
6,50,4.63743e-310,0.25,26,10.75,109.775,106.45,4.01074,3.91787,0.0929667,1,23
5,50,4.67705e-310,0.4,20,6.85539,718.349,962.57,0.66892,0.277765,0.15555,1,1
5,50,2.96439e-323,0.4,20,6.85539,744.676,744.676,0.500233,0.500233,0.0480812,1,22010
6,50,4.67299e-310,0.25,26,10.75,68.7098,68.7098,5.47197,5.47197,0.0732795,1,25
6,50,4.65178e-310,0.25,26,10.75,16.5849,16.5776,0.844435,0.617954,0.356337,1,2
6,50,4.65839e-310,0.25,26,10.75,16.7054,16.9334,0.818138,0.599306,0.357729,1,2
6,50,4.65277e-310,0.25,26,10.75,16.25,16.2391,0.838943,0.614109,0.351727,1,2
6,50,4.67047e-310,0.25,26,10.75,16.3505,16.2777,0.833095,0.609795,0.366128,1,2
6,50,4.64875e-310,0.25,26,10.75,16.7742,17.0321,0.815689,0.594983,0.36278,1,2
12,50,4.68425e-310,0.15,46,11.25,17.7864,18.3534,4.74628,3.60178,1.70489,1,2
12,50,4.65007e-310,0.15,46,11.25,18.2126,18.2883,4.87248,3.67627,1.70268,1,2
6,50,4.6491e-310,0.25,26,10.75,17.1297,17.317,0.759503,0.596481,0.361637,1,2
6,50,4.67532e-310,0.25,26,10.75,15.9875,16.5614,0.835097,0.616494,0.344875,1,2
6,50,4.64497e-310,0.25,26,10.75,16.7457,16.9462,0.287625,0.205897,0.119648,1,2
6,50,4.6844e-310,0.25,26,10.75,17.0033,17.0995,0.284828,0.203881,0.0790314,1,2
6,50,4.68173e-310,0.25,26,10.75,16.773,16.9681,0.81141,0.590664,0.351644,1,2
12,50,4.67924e-310,0.15,46,11.25,18.8449,18.29,4.59441,3.44937,1.67971,1,2
6,50,4.6453e-310,0.2,20,5.3575,53.8074,593.684,2.24452,0.737301,0.298503,1,1
6,50,4.66274e-310,0.25,26,10.75,64.5387,66.6453,12.4473,12.1815,0.346186,1,24
6,50,4.6563e-310,0.25,26,10.75,16.8529,17.0832,0.810631,0.590245,0.358985,1,2
6,50,4.66266e-310,0.25,26,10.75,16.2478,16.2731,0.85491,0.622239,0.356323,1,2
6,50,4.6811e-310,0.25,26,10.75,16.9854,17.2643,0.814301,0.592357,0.342147,1,2
6,50,4.67389e-310,0.25,26,10.75,16.3664,16.5035,0.870211,0.619315,0.304609,1,2
6,50,4.64732e-310,0.25,26,10.75,16.2301,17.0676,1.00711,0.760239,0.424583,1,2
